,1,3,5,7,9,11,13,15,17,19
0,-2409674.2807617188,-1175974.0415039062,-529065.6655273438,-214814.14501953125,-76267.90966796875,-22487.70166015625,-4968.95068359375,-574.64892578125,-47.0,104.27392578125,44.07568359375
0,25595104.64111328,13021909.519042969,6152886.080566406,2649369.5366210938,1011088.1606445312,327360.16357421875,83319.06884765625,14240.58740234375,4535.0,1043.99267578125,40.99560546875
0,27104446.060546875,13773651.6875,6499902.439453125,2795029.55078125,1065156.505859375,344357.2890625,87534.634765625,15000.27734375,4852.0,1239.201171875,339.890625
0,-10741639.940917969,-5462778.141113281,-2580278.1577148438,-1110707.9672851562,-423733.98388671875,-137060.18408203125,-34714.73193359375,-5715.10400390625,-1627.0,-142.71435546875,341.96044921875
0,-9747761.063476562,-4937933.5693359375,-2321740.5986328125,-994058.0107421875,-376816.7900390625,-120958.7958984375,-30373.5126953125,-4993.7998046875,-1474.0,-228.6416015625,89.1025390625
0,-15206225.250976562,-7777567.5732421875,-3696790.9814453125,-1602401.1162109375,-616042.7431640625,-201002.0029296875,-51449.6611328125,-8655.3583984375,-2587.0,-402.8603515625,163.6923828125
0,28286702.750976562,14420016.526367188,6828730.7001953125,2947778.7880859375,1128151.4306640625,366392.6435546875,93517.0673828125,15946.2177734375,5003.0,1061.7353515625,-26.3642578125
0,6493449.865234375,3314323.068359375,1571564.380859375,679341.740234375,260404.833984375,84769.099609375,21769.724609375,3845.646484375,1319.0,413.552734375,191.880859375
0,43604266.318847656,22204955.22998047,10503165.668457031,4528187.517089844,1730587.9711914062,561200.6635742188,143031.28955078125,24410.73193359375,7721.0,1726.68603515625,64.78466796875
0,14776123.524902344,7554117.914550781,3588924.3081054688,1554991.9165039062,597675.6381835938,195105.43408203125,50135.20263671875,8668.15478515625,2783.0,655.68896484375,66.76611328125
0,-11572392.361816406,-5916444.458496094,-2810448.8793945312,-1217156.7729492188,-467367.60009765625,-152224.00927734375,-38845.21142578125,-6459.85498046875,-1866.0,-199.40087890625,287.00244140625
0,-16284610.208496094,-8312779.705566406,-3942691.6596679688,-1704961.2348632812,-653779.2827148438,-212715.46728515625,-54290.89013671875,-9127.21533203125,-2754.0,-479.29443359375,41.70849609375
0,-10596264.054199219,-5421027.971191406,-2577696.0327148438,-1117962.1684570312,-430145.74560546875,-140498.44384765625,-36012.63037109375,-6072.23486328125,-1821.0,-287.12451171875,148.02099609375
0,8175988.3564453125,4149407.2060546875,1955245.1103515625,839353.9287109375,319254.1455078125,102998.6201171875,26141.3369140625,4501.1552734375,1483.0,410.5595703125,139.4091796875
0,-1725650.0395507812,-878540.7045898438,-415417.41259765625,-178998.76513671875,-68329.92626953125,-22084.24755859375,-5555.39306640625,-874.96435546875,-221.0,9.37451171875,60.27197265625
0,-11856960.520996094,-6032580.057128906,-2850676.4252929688,-1227658.1020507812,-468573.25146484375,-151657.85009765625,-38477.31201171875,-6420.61376953125,-1919.0,-305.91943359375,143.29443359375
0,5658829.174316406,2881757.2612304688,1363325.6879882812,587992.1811523438,224892.27978515625,73046.96044921875,18702.76220703125,3267.41162109375,1091.0,303.94775390625,46.34716796875
0,9604141.205566406,4891331.880371094,2314152.4106445312,998075.8823242188,381708.69384765625,123957.43115234375,31722.24267578125,5525.71435546875,1828.0,486.24462890625,44.91943359375
0,-7826376.310058594,-3983143.2387695312,-1882699.9838867188,-810922.3813476562,-309507.45458984375,-100129.78955078125,-25349.40966796875,-4168.15087890625,-1194.0,-131.53662109375,126.84716796875
0,11305489.109375,5785685.6015625,2751590.5,1193458.3046875,459250.515625,150164.6328125,38743.15625,6826.5859375,2278.0,614.421875,98.1640625
0,35907985.24658203,18306057.161621094,8669416.057128906,3742544.0971679688,1432415.5083007812,465284.20458984375,118841.91259765625,20361.79638671875,6463.0,1442.58251953125,-31.81494140625
0,15535275.656738281,7921340.415527344,3752242.9985351562,1620313.1948242188,620437.3559570312,201710.02099609375,51660.04150390625,8994.20654296875,2974.0,801.36767578125,160.06396484375
0,1806221.0654296875,907845.6240234375,423215.8310546875,179560.6240234375,67479.8154296875,21576.5927734375,5547.0185546875,1134.5302734375,544.0,357.4404296875,417.4365234375
0,-651307.60546875,-311321.646484375,-136315.890625,-53335.759765625,-17932.67578125,-4815.310546875,-830.8359375,65.826171875,163.0,196.75390625,241.775390625
0,24419611.821289062,12456424.122070312,5903007.2431640625,2550219.4970703125,976923.8212890625,317661.2783203125,81247.5556640625,13972.4658203125,4484.0,1082.4462890625,226.0595703125
0,15892912.095703125,8093978.119140625,3828887.220703125,1650933.400390625,631107.908203125,204812.244140625,52377.158203125,9147.650390625,3071.0,893.970703125,308.619140625
0,15881967.359863281,8120083.606933594,3857861.6469726562,1671406.8627929688,642336.1997070312,209680.29052734375,53956.08056640625,9468.95263671875,3172.0,903.35205078125,260.91162109375
0,-3229093.9921875,-1704136.64453125,-837501.828125,-376170.69921875,-150180.4140625,-50955.62890625,-13516.0,-2251.68359375,-578.0,41.1640625,172.88671875
0,13950572.660644531,7170984.854980469,3427234.6391601562,1494672.6303710938,578665.0083007812,190460.89013671875,49460.20556640625,8759.07177734375,2945.0,849.66845703125,351.61279296875
0,7000480.062011719,3572362.5258789062,1693752.8217773438,732193.7543945312,280718.56591796875,91395.81103515625,23439.73193359375,4075.13330078125,1336.0,345.75732421875,55.15869140625
0,10104201.28515625,5154418.119140625,2442700.375,1055294.630859375,404263.46484375,131490.205078125,33697.6796875,5878.966796875,1953.0,538.14453125,139.041015625
